date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
12:59:29	534/534	---MCZ	200	added ('OK')	text/plain	etag:%22cacheable:77b0dbed57ea7b590d5dfd6358a1434b%22	https://alamp-store-demo.myshopify.com/robots.txt		(from )
12:59:30	355531/355531	---MCZ	200	added ('OK')	text/html	etag:%22cacheable:9b37eea7072b0ebb6f857f691e639a30%22	https://alamp-store-demo.myshopify.com/	D:/Development/Templates/ALamp/alamp-store-demo.myshopify.com/index.html	(from )
12:59:31	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Thu,%2021%20Dec%202023%2006:59:29%20GMT	http://alamp-store-demo.myshopify.com/cdn/shop/t/3/assets/favicon.png?v=82255381804818286541595294682	D:/Development/Templates/ALamp/alamp-store-demo.myshopify.com/cdn/shop/t/3/assets/favicon.04eb5.delayed	(from https://alamp-store-demo.myshopify.com/)
12:59:32	4464/4464	---M--	200	added ('OK')	image/png	date:Wed,%2020%20Dec%202023%2007:33:19%20GMT	https://alamp-store-demo.myshopify.com/cdn/shop/t/3/assets/favicon.png?v=82255381804818286541595294682	D:/Development/Templates/ALamp/alamp-store-demo.myshopify.com/cdn/shop/t/3/assets/favicon4eb5.png	(from https://alamp-store-demo.myshopify.com/)
12:59:32	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Thu,%2021%20Dec%202023%2006:59:30%20GMT	http://alamp-store-demo.myshopify.com/cdn/shop/t/3/assets/icon-for-mobile.png?2020	D:/Development/Templates/ALamp/alamp-store-demo.myshopify.com/cdn/shop/t/3/assets/icon-for-mobile7b7a.png	(from https://alamp-store-demo.myshopify.com/)
12:59:32	2770/2770	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2021%20Dec%202023%2006:59:31%20GMT	https://alamp-store-demo.myshopify.com/cdn/shop/t/3/assets/icon-for-mobile.png?2020	D:/Development/Templates/ALamp/alamp-store-demo.myshopify.com/cdn/shop/t/3/assets/icon-for-mobile7b7a.png	(from https://alamp-store-demo.myshopify.com/)
12:59:32	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Thu,%2021%20Dec%202023%2006:59:31%20GMT	http://alamp-store-demo.myshopify.com/cdn/shop/t/3/assets/icon-for-mobile_57x57.png?2020	D:/Development/Templates/ALamp/alamp-store-demo.myshopify.com/cdn/shop/t/3/assets/icon-for-mobile_57x577b7a.png	(from https://alamp-store-demo.myshopify.com/)
12:59:33	2770/2770	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2021%20Dec%202023%2006:59:31%20GMT	https://alamp-store-demo.myshopify.com/cdn/shop/t/3/assets/icon-for-mobile_57x57.png?2020	D:/Development/Templates/ALamp/alamp-store-demo.myshopify.com/cdn/shop/t/3/assets/icon-for-mobile_57x577b7a.png	(from https://alamp-store-demo.myshopify.com/)
12:59:33	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Thu,%2021%20Dec%202023%2006:59:31%20GMT	http://alamp-store-demo.myshopify.com/cdn/shop/t/3/assets/icon-for-mobile_60x60.png?2020	D:/Development/Templates/ALamp/alamp-store-demo.myshopify.com/cdn/shop/t/3/assets/icon-for-mobile_60x607b7a.png	(from https://alamp-store-demo.myshopify.com/)
12:59:33	2770/2770	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2021%20Dec%202023%2006:59:32%20GMT	https://alamp-store-demo.myshopify.com/cdn/shop/t/3/assets/icon-for-mobile_60x60.png?2020	D:/Development/Templates/ALamp/alamp-store-demo.myshopify.com/cdn/shop/t/3/assets/icon-for-mobile_60x607b7a.png	(from https://alamp-store-demo.myshopify.com/)
12:59:33	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Thu,%2021%20Dec%202023%2006:59:32%20GMT	http://alamp-store-demo.myshopify.com/cdn/shop/t/3/assets/icon-for-mobile_72x72.png?2020	D:/Development/Templates/ALamp/alamp-store-demo.myshopify.com/cdn/shop/t/3/assets/icon-for-mobile_72x727b7a.png	(from https://alamp-store-demo.myshopify.com/)
12:59:34	2770/2770	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2021%20Dec%202023%2006:59:32%20GMT	https://alamp-store-demo.myshopify.com/cdn/shop/t/3/assets/icon-for-mobile_72x72.png?2020	D:/Development/Templates/ALamp/alamp-store-demo.myshopify.com/cdn/shop/t/3/assets/icon-for-mobile_72x727b7a.png	(from https://alamp-store-demo.myshopify.com/)
12:59:34	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Thu,%2021%20Dec%202023%2006:59:33%20GMT	http://alamp-store-demo.myshopify.com/cdn/shop/t/3/assets/icon-for-mobile_76x76.png?2020	D:/Development/Templates/ALamp/alamp-store-demo.myshopify.com/cdn/shop/t/3/assets/icon-for-mobile_76x767b7a.png	(from https://alamp-store-demo.myshopify.com/)
12:59:34	2770/2770	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2021%20Dec%202023%2006:59:33%20GMT	https://alamp-store-demo.myshopify.com/cdn/shop/t/3/assets/icon-for-mobile_76x76.png?2020	D:/Development/Templates/ALamp/alamp-store-demo.myshopify.com/cdn/shop/t/3/assets/icon-for-mobile_76x767b7a.png	(from https://alamp-store-demo.myshopify.com/)
12:59:35	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Thu,%2021%20Dec%202023%2006:59:33%20GMT	http://alamp-store-demo.myshopify.com/cdn/shop/t/3/assets/icon-for-mobile_114x114.png?2020	D:/Development/Templates/ALamp/alamp-store-demo.myshopify.com/cdn/shop/t/3/assets/icon-for-mobile_114x1147b7a.png	(from https://alamp-store-demo.myshopify.com/)
12:59:35	2770/2770	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2021%20Dec%202023%2006:59:34%20GMT	https://alamp-store-demo.myshopify.com/cdn/shop/t/3/assets/icon-for-mobile_114x114.png?2020	D:/Development/Templates/ALamp/alamp-store-demo.myshopify.com/cdn/shop/t/3/assets/icon-for-mobile_114x1147b7a.png	(from https://alamp-store-demo.myshopify.com/)
12:59:35	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Thu,%2021%20Dec%202023%2006:59:34%20GMT	http://alamp-store-demo.myshopify.com/cdn/shop/t/3/assets/icon-for-mobile_120x120.png?2020	D:/Development/Templates/ALamp/alamp-store-demo.myshopify.com/cdn/shop/t/3/assets/icon-for-mobile_120x1207b7a.png	(from https://alamp-store-demo.myshopify.com/)
12:59:36	2770/2770	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2021%20Dec%202023%2006:59:34%20GMT	https://alamp-store-demo.myshopify.com/cdn/shop/t/3/assets/icon-for-mobile_120x120.png?2020	D:/Development/Templates/ALamp/alamp-store-demo.myshopify.com/cdn/shop/t/3/assets/icon-for-mobile_120x1207b7a.png	(from https://alamp-store-demo.myshopify.com/)
12:59:36	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Thu,%2021%20Dec%202023%2006:59:34%20GMT	http://alamp-store-demo.myshopify.com/cdn/shop/t/3/assets/icon-for-mobile_144x144.png?2020	D:/Development/Templates/ALamp/alamp-store-demo.myshopify.com/cdn/shop/t/3/assets/icon-for-mobile_144x1447b7a.png	(from https://alamp-store-demo.myshopify.com/)
12:59:36	2770/2770	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2021%20Dec%202023%2006:59:35%20GMT	https://alamp-store-demo.myshopify.com/cdn/shop/t/3/assets/icon-for-mobile_144x144.png?2020	D:/Development/Templates/ALamp/alamp-store-demo.myshopify.com/cdn/shop/t/3/assets/icon-for-mobile_144x1447b7a.png	(from https://alamp-store-demo.myshopify.com/)
12:59:36	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Thu,%2021%20Dec%202023%2006:59:35%20GMT	http://alamp-store-demo.myshopify.com/cdn/shop/t/3/assets/icon-for-mobile_152x152.png?2020	D:/Development/Templates/ALamp/alamp-store-demo.myshopify.com/cdn/shop/t/3/assets/icon-for-mobile_152x1527b7a.png	(from https://alamp-store-demo.myshopify.com/)
12:59:37	2770/2770	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2021%20Dec%202023%2006:59:36%20GMT	https://alamp-store-demo.myshopify.com/cdn/shop/t/3/assets/icon-for-mobile_152x152.png?2020	D:/Development/Templates/ALamp/alamp-store-demo.myshopify.com/cdn/shop/t/3/assets/icon-for-mobile_152x1527b7a.png	(from https://alamp-store-demo.myshopify.com/)
12:59:37	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Thu,%2021%20Dec%202023%2006:59:36%20GMT	http://alamp-store-demo.myshopify.com/cdn/shop/t/3/assets/logo.png?2020	D:/Development/Templates/ALamp/alamp-store-demo.myshopify.com/cdn/shop/t/3/assets/logo7b7a.png	(from https://alamp-store-demo.myshopify.com/)
12:59:37	2770/2770	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2021%20Dec%202023%2006:59:36%20GMT	https://alamp-store-demo.myshopify.com/cdn/shop/t/3/assets/logo.png?2020	D:/Development/Templates/ALamp/alamp-store-demo.myshopify.com/cdn/shop/t/3/assets/logo7b7a.png	(from https://alamp-store-demo.myshopify.com/)
12:59:38	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Thu,%2021%20Dec%202023%2006:59:36%20GMT	http://alamp-store-demo.myshopify.com/cdn/shop/t/3/assets/timber.scss.css?v=112806577381706839711678424618	D:/Development/Templates/ALamp/alamp-store-demo.myshopify.com/cdn/shop/t/3/assets/timber.scssa984.css	(from https://alamp-store-demo.myshopify.com/)
12:59:38	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Thu,%2021%20Dec%202023%2006:59:37%20GMT	http://alamp-store-demo.myshopify.com/cdn/shop/t/3/assets/bootstrap.min.css?v=174392269533316748021594441380	D:/Development/Templates/ALamp/alamp-store-demo.myshopify.com/cdn/shop/t/3/assets/bootstrap.minaac1.css	(from https://alamp-store-demo.myshopify.com/)
12:59:38	54437/54437	---MCZ	200	added ('OK')	text/css	date:Mon,%2018%20Dec%202023%2016:22:36%20GMT	https://alamp-store-demo.myshopify.com/cdn/shop/t/3/assets/timber.scss.css?v=112806577381706839711678424618	D:/Development/Templates/ALamp/alamp-store-demo.myshopify.com/cdn/shop/t/3/assets/timber.scssa984.css	(from https://alamp-store-demo.myshopify.com/)
12:59:38	140891/140891	---MCZ	200	added ('OK')	text/css	date:Fri,%2015%20Dec%202023%2005:22:16%20GMT	https://alamp-store-demo.myshopify.com/cdn/shop/t/3/assets/bootstrap.min.css?v=174392269533316748021594441380	D:/Development/Templates/ALamp/alamp-store-demo.myshopify.com/cdn/shop/t/3/assets/bootstrap.minaac1.css	(from https://alamp-store-demo.myshopify.com/)
12:59:39	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Thu,%2021%20Dec%202023%2006:59:37%20GMT	http://alamp-store-demo.myshopify.com/cdn/shop/t/3/assets/slick.css?v=98340474046176884051594441403	D:/Development/Templates/ALamp/alamp-store-demo.myshopify.com/cdn/shop/t/3/assets/slick8a8d.css	(from https://alamp-store-demo.myshopify.com/)
12:59:40	1417/1417	---M-Z	200	added ('OK')	text/css	date:Fri,%2015%20Dec%202023%2010:34:20%20GMT	https://alamp-store-demo.myshopify.com/cdn/shop/t/3/assets/slick.css?v=98340474046176884051594441403	D:/Development/Templates/ALamp/alamp-store-demo.myshopify.com/cdn/shop/t/3/assets/slick8a8d.css	(from https://alamp-store-demo.myshopify.com/)
12:59:40	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Thu,%2021%20Dec%202023%2006:59:39%20GMT	http://alamp-store-demo.myshopify.com/cdn/shop/t/3/assets/slick-theme.css?v=184272576841816378971594441402	D:/Development/Templates/ALamp/alamp-store-demo.myshopify.com/cdn/shop/t/3/assets/slick-theme847d.css	(from https://alamp-store-demo.myshopify.com/)
12:59:40	2393/2393	---M-Z	200	added ('OK')	text/css	date:Thu,%2009%20Nov%202023%2011:50:50%20GMT	https://alamp-store-demo.myshopify.com/cdn/shop/t/3/assets/slick-theme.css?v=184272576841816378971594441402	D:/Development/Templates/ALamp/alamp-store-demo.myshopify.com/cdn/shop/t/3/assets/slick-theme847d.css	(from https://alamp-store-demo.myshopify.com/)
